,t,f1,f2,f3,f4,f5,f6
292,2.92,30.0,30.0,0.0,0.0,0.0,0.0
293,2.93,30.0,30.0,0.0,0.0,0.0,0.0
294,2.94,30.0,30.0,0.0,0.0,0.0,0.0
295,2.95,30.0,30.0,0.0,0.0,0.0,0.0
296,2.96,30.0,30.0,0.0,0.0,0.0,0.0
297,2.97,30.0,30.0,0.0,0.0,0.0,0.0
298,2.98,30.0,30.0,0.0,0.0,0.0,0.0
299,2.99,30.0,30.0,0.0,0.0,0.0,0.0
300,3.0,30.0,30.0,0.0,0.0,0.0,0.0
301,3.0100000000000002,30.0,30.0,0.0,0.0,0.0,0.0
302,3.02,30.0,30.0,0.0,0.0,0.0,0.0
303,3.0300000000000002,30.0,30.0,0.0,0.0,0.0,0.0
304,3.04,30.0,30.0,0.0,0.0,0.0,0.0
305,3.0500000000000003,30.0,30.0,0.0,0.0,0.0,0.0
306,3.06,30.0,30.0,0.0,0.0,0.0,0.0
307,3.0700000000000003,30.0,30.0,0.0,0.0,0.0,0.0
308,3.08,30.0,30.0,0.0,0.0,0.0,0.0
309,3.09,30.0,30.0,0.0,0.0,0.0,0.0
310,3.1,30.0,30.0,0.0,0.0,0.0,0.0
311,3.11,30.0,30.0,0.0,0.0,0.0,0.0
312,3.12,30.0,30.0,0.0,0.0,0.0,0.0
313,3.13,30.0,30.0,0.0,0.0,0.0,0.0
314,3.14,30.0,30.0,0.0,0.0,0.0,0.0
315,3.15,30.0,30.0,0.0,0.0,0.0,0.0
316,3.16,30.0,30.0,0.0,0.0,0.0,0.0
317,3.17,30.0,30.0,0.0,0.0,0.0,0.0
318,3.18,30.0,30.0,0.0,0.0,0.0,0.0
319,3.19,30.0,30.0,0.0,0.0,0.0,0.0
320,3.2,30.0,30.0,0.0,0.0,0.0,0.0
321,3.21,30.0,30.0,0.0,0.0,0.0,0.0
322,3.22,30.0,30.0,0.0,0.0,0.0,0.0
323,3.23,30.0,30.0,0.0,0.0,0.0,0.0
324,3.24,30.0,30.0,0.0,0.0,0.0,0.0
325,3.25,30.0,30.0,0.0,0.0,0.0,0.0
326,3.2600000000000002,30.0,30.0,0.0,0.0,0.0,0.0
327,3.27,30.0,30.0,0.0,0.0,0.0,0.0
328,3.2800000000000002,30.0,30.0,0.0,0.0,0.0,0.0
329,3.29,30.0,30.0,0.0,0.0,0.0,0.0
330,3.3000000000000003,30.0,30.0,0.0,0.0,0.0,0.0
331,3.31,30.0,30.0,0.0,0.0,0.0,0.0
332,3.3200000000000003,30.0,30.0,0.0,0.0,0.0,0.0
333,3.33,30.0,30.0,0.0,0.0,0.0,0.0
334,3.34,30.0,30.0,0.0,0.0,0.0,0.0
335,3.35,30.0,30.0,0.0,0.0,0.0,0.0
336,3.36,30.0,30.0,0.0,0.0,0.0,0.0
337,3.37,30.0,30.0,0.0,0.0,0.0,0.0
338,3.38,30.0,30.0,0.0,0.0,0.0,0.0
339,3.39,30.0,30.0,0.0,0.0,0.0,0.0
340,3.4,30.0,30.0,0.0,0.0,0.0,0.0
341,3.41,30.0,30.0,0.0,0.0,0.0,0.0
342,3.42,30.0,30.0,0.0,0.0,0.0,0.0
343,3.43,30.0,30.0,0.0,0.0,0.0,0.0
344,3.44,30.0,30.0,0.0,0.0,0.0,0.0
345,3.45,30.0,30.0,0.0,0.0,0.0,0.0
346,3.46,30.0,30.0,0.0,0.0,0.0,0.0
347,3.47,30.0,30.0,0.0,0.0,0.0,0.0
348,3.48,30.0,30.0,0.0,0.0,0.0,0.0
349,3.49,30.0,30.0,0.0,0.0,0.0,0.0
350,3.5,30.0,30.0,0.0,0.0,0.0,0.0
351,3.5100000000000002,30.0,30.0,0.0,0.0,0.0,0.0
352,3.52,30.0,30.0,0.0,0.0,0.0,0.0
353,3.5300000000000002,30.0,30.0,0.0,0.0,0.0,0.0
354,3.54,30.0,30.0,0.0,0.0,0.0,0.0
355,3.5500000000000003,30.0,30.0,0.0,0.0,0.0,0.0
356,3.56,30.0,30.0,0.0,0.0,0.0,0.0
357,3.5700000000000003,30.0,30.0,0.0,0.0,0.0,0.0
358,3.58,30.0,30.0,0.0,0.0,0.0,0.0
359,3.59,30.0,30.0,0.0,0.0,0.0,0.0
360,3.6,30.0,30.0,0.0,0.0,0.0,0.0
361,3.61,30.0,30.0,0.0,0.0,0.0,0.0
362,3.62,30.0,30.0,0.0,0.0,0.0,0.0
363,3.63,30.0,30.0,0.0,0.0,0.0,0.0
364,3.64,30.0,30.0,0.0,0.0,0.0,0.0
365,3.65,30.0,30.0,0.0,0.0,0.0,0.0
366,3.66,30.0,30.0,0.0,0.0,0.0,0.0
367,3.67,30.0,30.0,0.0,0.0,0.0,0.0
368,3.68,30.0,30.0,0.0,0.0,0.0,0.0
369,3.69,30.0,30.0,0.0,0.0,0.0,0.0
370,3.7,30.0,30.0,0.0,0.0,0.0,0.0
371,3.71,30.0,30.0,0.0,0.0,0.0,0.0
372,3.72,30.0,30.0,0.0,0.0,0.0,0.0
373,3.73,30.0,30.0,0.0,0.0,0.0,0.0
374,3.74,30.0,30.0,0.0,0.0,0.0,0.0
375,3.75,30.0,30.0,0.0,0.0,0.0,0.0
376,3.7600000000000002,30.0,30.0,0.0,0.0,0.0,0.0
377,3.77,30.0,30.0,0.0,0.0,0.0,0.0
378,3.7800000000000002,30.0,30.0,0.0,0.0,0.0,0.0
379,3.79,30.0,30.0,0.0,0.0,0.0,0.0
380,3.8000000000000003,30.0,30.0,0.0,0.0,0.0,0.0
381,3.81,30.0,30.0,0.0,0.0,0.0,0.0
382,3.8200000000000003,30.0,30.0,0.0,0.0,0.0,0.0
383,3.83,30.0,30.0,0.0,0.0,0.0,0.0
